Date,0t23,2q23,0e24,124,2t24,0q25,525,0q25,225,0e26,124,0t26,4e27,1q27,4q27,0e28,1q28,628,0h29,0s29,0t30,4t30,0q31,132,4q32,0s33,4h34,0f35,4q36,1t37,4t38,1e39,4q39,4q40,1q41,4h42,3q44,3h45,0s46,4q46,1h47,1t49,4q49,0f50,1q51,3t52,1h53,1f54,4q55,1t57,460,0h61,2h65,3h68,1f71,1e73
11/3/2022,-125.515,-113.444,-133.756,-136.793,-129.438,-111.675,-118.314,-124.73,-127.757,-111.231,-100.212,-85.758,-67.533,-74.843,-63.511,-65.169,-62.422,-51.212,-44.879,-47.423,-38.81,-45.476,-26.421,-20.471,-28.868,-6.554,-5.131,11.073,10.64,25.422,24.221,30.696,29.718,31.941,33.643,32.187,35.089,36.645,37.501,37.016,37.892,34.008,34.863,35.573,37.274,31.622,35.658,32.41,27.927,26.917,23.246,25.314,28.538,30.136,28.761,29.91
11/2/2022,-125.176,-116.719,-134.928,-136.349,-129.659,-113.258,-118.028,-124.913,-128.189,-109.925,-98.908,-84.3,-65.189,-74.294,-62.349,-64.86,-59.997,-50.466,-44.579,-46.12,-36.841,-43.207,-23.601,-18.277,-27.904,-5.992,-5.881,10.893,11.88,26.099,25.587,31.422,30.564,32.754,34.906,31.546,36.757,36.821,38.586,37.707,37.027,34.021,35.117,35.083,36.568,30.883,35.001,32.098,27.775,26.297,24.207,26.353,30.1,32.059,29.822,31.898
11/1/2022,-114.004,-106.008,-126.429,-128.727,-125.935,-105.515,-111.961,-119.416,-122.067,-104.251,-92.765,-77.527,-59.32,-67.802,-56.132,-56.839,-53.563,-43.114,-38.812,-40.269,-32.955,-38.824,-22.761,-17.53,-26.95,-4.53,-5.621,11.869,11.02,24.841,23.687,31.321,29.361,31.777,34.378,31.1,36.481,36.164,38.503,37.526,36.172,34.035,34.434,35.366,36.904,30.328,36.155,33.618,26.733,26.368,23.726,26.073,30.024,32.301,30.477,32.585
10/31/2022,-109.308,-100.045,-121.56,-124.803,-120.361,-100.366,-109.733,-116.664,-120.179,-101.013,-89.8,-74.385,-55.152,-65.24,-52.402,-56.262,-52.597,-42.944,-38.786,-39.771,-34.002,-40.796,-24.984,-20.661,-29.426,-4.187,-6.885,10.604,10.889,26.024,25.346,32.96,30.697,33.791,36.716,32.38,36.161,36.768,40.481,38.47,37.713,35.397,34.62,37.607,38.087,32.572,39.732,36.334,29.24,30.281,27.732,31.803,34.546,38.127,36.469,38.581
10/28/2022,-113.732,-106.48,-125.614,-127.044,-125.358,-102.198,-109.45,-116.129,-119.12,-100.21,-90.539,-77.777,-52.827,-63.91,-52.762,-55.488,-51.735,-42.478,-40.212,-39.984,-33.473,-41.003,-26.45,-18.167,-31.111,-6.591,-10.527,6.598,8.713,23.136,21.661,29.002,28.513,30.013,32.329,29.036,32.345,32.443,35.832,34.315,32.679,30.983,31.382,33.284,33.953,28.653,34.945,32.137,24.516,25.86,24.775,26.89,30.559,32.512,30.46,30.859
10/27/2022,-121.33,-113.655,-132.126,-133.94,-131.213,-103.811,-113.406,-120.527,-123.256,-102.373,-93.247,-80.905,-54.143,-66.29,-56.841,-58.995,-53.643,-46.116,-41.432,-43.091,-35.02,-42.67,-26.35,-19.353,-30.877,-7.022,-12.913,4.473,5.789,19.162,18.791,24.373,23.624,25.191,27.08,24.82,29.537,30.282,31.551,30.385,30.439,28.148,28.185,28.3,30.394,25.041,30.741,28.492,22.432,24.607,22.789,21.432,26.535,28.424,24.6,25.476
10/26/2022,-109.56,-106.133,-124.112,-125.553,-124.212,-96.313,-104.025,-112.171,-113.738,-93.829,-85.667,-72.517,-47.968,-61.442,-51.174,-53.392,-48.545,-41.09,-37.923,-38.778,-30.003,-37.684,-23.742,-16.284,-27.779,-3.897,-8.685,8.082,9.003,23.559,22.483,29.218,27.919,28.482,30.89,28.106,33.925,33.882,34.884,33.083,33.591,29.773,30.619,31.153,32.745,27.827,32.716,30.273,25.392,27.219,24.775,19.692,27.545,28.983,22.059,24.853
10/25/2022,-113.639,-109.88,-127.995,-130.031,-131.01,-101.134,-109.405,-118.203,-117.172,-95.644,-87.918,-74.837,-49.921,-63.936,-49.836,-55.555,-51.147,-40.475,-36.571,-37.631,-31.193,-39.757,-23.481,-15.6,-27.564,-4.199,-8.279,7.427,8.127,22.541,21.378,27.52,26.081,25.684,28.684,26.491,29.155,29.271,30.653,29.988,29.792,26.543,26.468,27.454,29.201,24.803,28.767,27.149,21.845,22.99,20.193,14.974,22.283,23.287,17.793,20.101
10/24/2022,-113.835,-107.499,-127.134,-128.573,-129.155,-97.899,-107.435,-115.649,-117.929,-95.647,-87.038,-74.558,-48.005,-62.756,-50.35,-53.554,-50.319,-40.822,-34.846,-35.612,-28.986,-37.207,-19.723,-13.375,-24.463,-1.85,-6.04,9.301,7.907,22.001,21.221,26.144,25.974,26.038,27.639,25.329,28.52,28.574,30.209,28.434,27.974,24.926,25.22,26.071,27.248,22.877,27.063,25.255,19.892,22.388,20.3,12.42,22.427,22.099,17.249,18.59
10/21/2022,-96.161,-88.37,-110.336,-114.339,-112.478,-85.759,-96.089,-105.889,-107.691,-85.699,-77.869,-65.232,-39.986,-56.576,-44.944,-48.6,-44.927,-35.949,-33.296,-34.783,-24.826,-34.741,-18.367,-8.989,-22.234,-0.098,0.085,12.409,11.81,22.744,24.847,28.351,31.796,27.299,29.101,28.409,30.707,31.279,32.966,32.927,31.574,27.756,28.295,30.126,32.491,25.291,33.561,28.168,22.561,23.795,21.417,17.997,24.568,23.607,21.176,22.443
10/20/2022,-106.722,-99.954,-119.598,-120.647,-118.014,-91.83,-103.12,-112.41,-113.152,-91.358,-84.152,-72.468,-48.001,-61.904,-51.751,-57.472,-55.258,-46.064,-39.735,-41.44,-31.618,-39.733,-21.509,-14.923,-25.429,-2.777,-4.15,10.265,7.298,20.923,22.245,28.031,27.207,29.583,30.936,29.811,32.505,33.572,35.578,32.817,34.341,31.691,31.411,33.361,35.48,28.453,33.778,33.718,27.306,29.682,25.316,18.202,28.628,26.952,23.015,25.274
10/19/2022,-119.11,-111.365,-129.217,-130.06,-127.971,-99.169,-108.633,-117.95,-120.524,-96.128,-89.338,-77.502,-53.19,-67.649,-55.264,-59.89,-57.008,-46.851,-42.825,-44.645,-32.292,-40.02,-21.364,-15.138,-25.246,-2.394,-4.838,10.335,7.039,21.499,24.209,30.013,30.606,34.045,33.234,33.436,37.521,37.894,39.721,37.455,38.037,34.83,35.901,37.113,39.231,31.846,38.667,36.703,29.495,28.122,24.499,16.796,26.322,26.239,21.794,23.922
10/18/2022,-120.027,-112.467,-128.612,-127.884,-127.025,-99.754,-109.617,-118.763,-121.843,-99.354,-92.431,-82.805,-57.957,-78.29,-67.533,-65.883,-62.13,-53.234,-46.082,-50.525,-41.159,-46.53,-29.136,-19.398,-32.773,-10.078,-9.755,6.726,4.533,21.401,24.649,29.958,32.418,36.45,35.865,38.635,44.722,44.636,45.16,44.326,47.394,42.605,44.702,44.039,45.353,42.225,47.175,45.783,38.797,38.226,34.203,27.336,37.48,36.288,29.822,31.903
10/17/2022,-116.056,-105.208,-117.836,-118.753,-114.619,-88.803,-99.09,-109.008,-112.675,-90.481,-83.992,-74.968,-48.295,-69.638,-60.022,-59.648,-57.429,-47.576,-39.673,-42.755,-35.605,-42.148,-24.402,-15.424,-27.947,-7.103,-7.006,8.014,12.318,27.204,30.476,34.546,37.138,42.46,44.584,44.111,49.861,51.485,51.912,51.969,52.101,48.23,50.2,47.833,50.462,46.898,50.877,50.006,44.857,45.347,42.732,33.137,43.902,43.751,38.569,39.897
10/14/2022,-107.596,-100.762,-117.537,-120.902,-110.331,-84.437,-99.402,-112.355,-110.773,-89.895,-84.677,-81.554,-49.822,-68.43,-65.764,-67.299,-64.625,-46.908,-46.553,-49.009,-37.478,-42.957,-23.846,-13.753,-31.782,-8.473,-9.277,2.294,12.882,22.62,31.01,31.28,33.955,37.582,43.727,43.385,49.192,50.624,48.562,51.005,52.747,48.762,48.197,45.718,50.195,47.358,51.876,48.102,43.236,50.694,46.951,37.689,45.54,48.792,40.605,44.374
10/13/2022,-126.882,-112.168,-123.82,-128.768,-125.246,-86.522,-100.26,-111.156,-114.089,-96.834,-88.828,-81.033,-53.915,-73.032,-65.519,-66.362,-63.542,-54.327,-48.164,-51.351,-42.702,-48.716,-29.863,-19.312,-31.733,-11.909,-12.552,2.373,3.935,16.732,22.262,24.637,28.272,30.631,34.625,35.108,42.005,43.173,44.291,44.163,44.617,40.769,40.172,42.45,43.378,38.958,43.663,43.416,38.701,39.976,35.395,26.252,35.544,33.81,31.006,33.65
10/12/2022,-118.56,-100.854,-112.568,-118.334,-117.089,-81.06,-95.714,-107.531,-110.14,-90.726,-85.935,-77.566,,-69.7,-66.735,-65.661,-62.204,-51.994,-47.543,-50.995,-42.878,-47.802,-29.025,-19.563,-32.856,-12.525,-11.501,1.464,5.252,16.331,23.31,27.825,29.901,33.212,35.656,38.874,46.478,45.235,47.361,47.509,47.337,44.466,44.88,44.603,46.416,43.225,47.531,46.36,39.454,40.349,34.438,19.402,30.036,30.536,22.405,26.856
10/11/2022,-98.929,-82.589,-100.004,-106.453,-108.321,-75.39,-89.313,-100.189,-103.942,-88.586,-83.409,-74.218,,-68.268,-64.907,-64.651,-60.559,-49.995,-45.977,-48.44,-39.038,-46.151,-28.796,-21.236,-33.287,-11.966,-12.249,1.229,10.084,22.665,27.987,31.753,33.534,37.868,41.181,40.433,50.173,49.572,51.469,49.608,49.892,46.024,45.931,46.75,48.672,43.708,49.208,48.296,42.533,39.999,33.828,28.847,34.45,33.73,31.117,34.593
10/10/2022,-97.302,-82.374,-94.45,-104.492,-104.107,-72.607,-85.725,-98.535,-98.718,-88.454,-80.646,-70.997,,-64.134,-58.728,-60.009,-54.833,-45.423,-41.585,-42.757,-32.956,-41.379,-24.725,-16.094,-28.63,-7.923,-9.255,5.972,13.095,25.624,29.823,35.817,36.47,39.202,44.402,41.293,47.111,46.453,49.322,46.593,46.241,42.487,42.016,44.3,44.873,39.059,45.38,44.449,38.992,38.535,32.501,31.755,31.812,31.697,32.612,35.564
10/7/2022,-100.873,-85.259,-102.112,-113.256,-113.219,-79.461,-93.534,-103.19,-105.304,-93.586,-84.326,-73.461,,-65.949,-61.407,-63.013,-56.528,-47.4,-44.318,-43.767,-30.497,-41.106,-26.409,-16.866,-29.969,-7.848,-8.389,6.814,11.301,25.765,30.222,35.006,35.219,35.88,41.939,39.718,41.781,42.712,47.125,43.629,44.624,41.594,40.168,44.432,44.722,37.696,46.5,45.307,38.163,38.272,32.348,30.409,31.291,32.053,32.555,32.997
10/6/2022,-101.088,-87.593,-104.708,-115.302,-113.772,-80.337,-94.299,-103.483,-106.372,-92.438,-82.601,-73.096,,-63.31,-58.17,-60.554,-52.413,-42.992,-41.138,-42.944,-29.972,-39.023,-23.12,-15.029,-28.388,-5.412,-7.677,7.663,8.587,22.441,26.04,31.768,29.617,30.174,37.113,34.269,39.307,39.489,44.559,41.087,42.741,41.634,40.552,44.549,43.164,35.97,43.442,42.866,34.912,36.91,30.267,26.394,28.861,30.193,28.985,28.199
10/5/2022,-96.23,-80.426,-98.07,-108.817,-109.787,-74.287,-87.072,-97.671,-99.239,-85.471,-77.145,-66.266,,-59.031,-53.652,-54.02,-46.804,-37.974,-37.24,-37.358,-24.948,-34.914,-17.643,-10.503,-24.217,-0.178,-3.372,12.002,11.98,26.185,29.928,34.888,32.538,33.997,40.878,37.627,46.958,47.475,52.404,48.864,51.236,48.656,47.875,51.895,51.694,44.927,51.746,51.536,42.856,44.044,37.688,34.12,35.424,30.631,33.441,34.534
10/4/2022,-99.475,-82.252,-96.803,-105.835,-103.765,-68.284,-81.152,-91.31,-91.576,-80.554,-72.863,-61.804,,-60.387,-51.929,-56.247,-48.92,-40.169,-41.191,-40.336,-28.029,-37.561,-20.706,-13.865,-28.701,-2.315,-6.827,6.64,13.041,24.845,24.377,29.88,26.844,31.229,36.226,33.605,38.892,40.823,43.372,43.551,43.349,41.049,38.2,41.315,41.8,36.733,43.328,39.697,33.458,34.416,26.889,25.056,24.961,22.997,23.194,24.806
10/3/2022,-94.912,-78.685,-95.985,-105.377,-104.741,-68.144,-81.409,-90.647,-92.773,-77.787,-70.216,-58.955,,-58.09,-50.918,-54.153,-47.177,-38.001,-39.375,-37.661,-28.929,-38.33,-20.271,-14.754,-27.272,0.739,-6.02,10.344,10.794,25.686,22.408,29.883,25.434,25.728,33.143,23.711,29.1,28.224,38.112,29.251,31.812,31.786,29.058,36.433,35.818,27.576,34.728,33.589,23.702,22.056,17.067,16.284,14.675,8.838,14.871,15.682
9/30/2022,-101.664,-83.537,-99.787,-108.268,-107.915,-75.125,-87.275,-97.821,-97.449,-83.271,-73.671,-64.458,,-62.734,-53.61,-57.731,-50.146,-42.159,-42.409,-40.631,-33.48,-44.258,-24.343,-17.739,-33.81,-5.269,-9.557,10.448,-1.723,14.38,11.824,21.814,14.329,13.87,24.95,14.659,14.034,15.68,25.362,16.525,22.124,20.827,17.486,26.305,27.744,16.491,25.343,23.718,6.448,11.908,3.966,7.083,1.177,-0.023,4.683,4.241
9/29/2022,-88.978,-73.426,-88.481,-97.625,-103.524,-71.517,-82.957,-92.742,-92.739,-77.544,-67.083,-55.254,,-52.754,-44.563,-46.959,-39.284,-29.594,-29.757,-27.572,-24.582,-33.702,-15.974,-9.548,-25.048,2.944,-0.288,15.723,11.628,25.92,21.222,35.196,25.781,23.729,35.002,24.993,25.771,27.225,36.397,28.079,31.305,31.488,28.259,37.267,36.7,25.39,34.793,33.066,24.072,23.752,15.774,19.855,13.512,9.062,18.982,18.574
9/28/2022,-105.484,-90.077,-102.896,-108.474,-113.423,-79.274,-87.713,-96.179,-95.799,-80.933,-70.288,-58.985,,-57.766,-47.975,-50.318,-39.063,-31.079,-27.762,-25.522,-20.194,-29.592,-10.121,-4.748,-19.809,9.637,6.789,21.874,17.391,31.936,28.304,43.596,33.359,27.997,39.771,31.445,30.991,33.317,43.272,35.169,39.783,37.557,38.114,43.902,44.582,36.236,43.363,43.516,35.31,36.904,29.811,32.33,28.015,26.861,35.219,35.973
9/27/2022,-93.223,-77.879,-98.698,-110.392,-116.956,-86.224,-98.784,-104.45,-104.53,-91.269,-80.578,-66.084,,-64.615,-54.269,-50.446,-41.492,-31.422,-28.964,-26.648,-17.47,-28.246,-4.929,-0.496,-14.97,12.74,6.894,23.156,26.647,41.565,34.249,50.076,48.075,50.014,55.592,58.788,69.503,68.042,74.375,67.911,76.289,73.191,74.569,78.936,74.149,74.719,78.355,76.148,72.265,69.105,66.929,71.387,65.308,68.084,73.916,73.943
9/26/2022,-88.29,-71.317,-87.934,-98.697,-105.596,-73.87,-89.002,-97.043,-93.28,-77.219,-65.403,-54.525,,-49.846,-37.972,-37.351,-25.535,-23.613,-18.461,-18.778,-11.522,-22.505,-6.825,2.999,-14.982,13.577,8.901,22.762,24.315,40.378,33.033,48.853,41.344,46.629,55.059,51.363,60.442,60.584,67.811,61.55,66.251,68.435,63.474,68.759,68.298,61.455,71.419,65.106,58.291,57.418,57.449,58.352,54.677,59.169,60.201,62.11
9/23/2022,-89.758,-76.984,-89.191,-103.333,-112.881,-82.437,-99.044,-106.51,-105.074,-85.478,-72.312,-56.289,,-49.442,-41.719,-43.753,-35.738,-29.234,-23.004,-20.396,-14.865,-25.763,-3.459,3.123,-10.439,17.201,14.471,30.84,21.596,38.78,32.881,47.039,39.002,42.312,51.054,46.782,55.488,56.914,62.312,56.6,60.912,59.578,57.943,62.381,62.333,56.846,61.692,59.918,52.39,54.304,49.436,53.517,48.567,49.195,55.105,56.136
9/22/2022,-71.297,-50.799,-77.277,-90.851,-97.902,-75.756,-87.137,-95.742,-96.469,-81.669,-71.877,-61.482,,-52.31,-43.792,-49.236,-41.777,-34.135,-28.16,-24.559,-18.406,-27.694,-7.472,-1.945,-12.378,8.125,10.578,27.788,21.821,35.328,29.092,42.527,36.783,39.622,47.18,45.031,51.299,52.674,55.723,53.189,54.929,53.662,54.423,55.462,56.423,51.397,55.485,53.358,48.086,46.774,43.453,46.438,42.74,43.923,49.343,48.832
9/21/2022,-79.502,-62.72,-88.335,-99.157,-102.487,-81.764,-90.883,-100.644,-99.067,-84.22,-75.124,-65.404,,-56.787,-48.915,-53.647,-46.274,-39.248,-35.427,-32.241,-24.829,-33.476,-13.503,-6.113,-17.595,5.003,4.934,22.398,15.561,28.78,23.703,34.664,30.325,32.919,39.505,38.252,44.991,46.306,49.185,47.076,47.491,46.079,47.933,48.562,49,44.145,48.772,46.573,42.088,41.963,36.469,39.888,36.094,37.4,42.789,42.877
9/20/2022,-82.058,-64.768,-87.047,-98.945,-101.586,-82.296,-90.412,-99.957,-98.206,-82.755,-73.328,-64.553,,-56.321,-47.658,-52.657,-46.337,-38.18,-34.854,-32.425,-25.513,-32.16,-12.479,-5.612,-15.654,5.52,7.331,22.776,17.044,29.614,24.917,35.654,31.063,33.856,40.059,39.232,46.158,47.321,48.627,48.187,48.175,47.493,47.636,48.506,49.56,45.051,48.552,46.497,42.582,41.676,37.673,40.619,37.35,38.271,43.6,44.134
9/16/2022,-85.509,-66.838,-86.427,-97.423,-98.858,-78.673,-87.681,-96.192,-94.782,-78.44,-69.306,-60.589,,-53.225,-44.689,-49.087,-43.031,-35.982,-31.827,-29.586,-22.387,-29.456,-10.239,-3.23,-13.671,7.197,8.453,25.606,19.333,31.602,27.12,38.087,33.552,36.017,41.716,40.878,47.834,48.804,50.218,49.063,49.423,47.899,49.535,49.117,50.198,46.432,49.722,47.896,43.464,43.372,39.051,41.639,39.548,39.821,44.478,45.39
9/15/2022,-85.413,-68.107,-87.894,-98.201,-100.119,-79.816,-87.693,-96.966,-95.427,-78.694,-70.074,-61.847,,-53.998,-45.634,-49.574,-44.621,-36.475,-31.404,-30.348,-22.013,-28.632,-9.286,-1.912,-12.824,7.666,10.178,26.126,20.743,32.282,27.879,39.032,34.634,37.326,43.404,41.794,47.959,49.723,51.69,50.119,50.736,49.308,50.627,49.416,50.684,47.561,51.145,48.6,45.191,44.911,40.281,43.558,40.632,41.396,46.546,47.117
9/14/2022,-86.803,-68.225,-87,-96.239,-96.841,-77.474,-86.231,-94.614,-92.715,-78.325,-69.715,-61.78,,-53.466,-45.595,-49.185,-44.452,-36.477,-31.728,-29.593,-21.45,-27.993,-8.923,-1.645,-12.092,8.761,10.012,25.521,19.688,32.037,27.059,37.976,33.934,36.722,43.147,41.953,48.096,49.9,51.522,50.68,50.09,49.56,50.217,49.427,50.484,46.641,50.477,48.883,44.78,45.233,40.696,44.605,41.524,42.67,46.994,47.048
9/13/2022,-87.526,-67.185,-82.758,-92.896,-94.03,-74.137,-84.867,-91.75,-89.04,-76.723,-68.621,-59.156,,-52.415,-44.307,-47.515,-43.267,-34.617,-29.574,-30.243,-21.208,-26.938,-8.065,-1.362,-10.544,9.712,12.038,28.385,22.776,35.19,30.436,41.164,35.104,39.582,44.616,43.044,50.758,51.53,53.328,51.233,53.311,50.876,50.613,50.254,51.721,47.712,53.02,51.18,45.114,45.48,42.341,46.58,42.207,43.995,47.234,48.418
9/12/2022,-82.298,-62.531,-78.75,-86.511,-88.889,-69.265,-76.656,-86.632,-85.609,-72.811,-66.212,-56.576,,-50.86,-41.453,-45.902,-42.649,-34.88,-29.421,-29.281,-21.374,-26.362,-9.984,-1.89,-11.807,7.871,10.079,26.489,22.83,34.392,30.54,39.82,36.473,38.85,43.65,43.378,50.092,51.525,52.806,52.216,52.738,50.266,51.748,49.473,50.83,48.158,51.52,49.468,45.298,45.684,41.514,44.332,41.454,42.826,46.159,46.559
9/9/2022,-87.049,-64.063,-76.97,-86.046,-88.735,-69.91,-77.618,-88.948,-85.945,-74.777,-67.714,-59.709,,-53.285,-44.627,-47.9,-43.562,-37.183,-30.2,-30.96,-22.624,-27.273,-10.895,-3.065,-13.192,7.222,8.992,26.95,22.315,33.689,30.367,39.067,35.608,37.813,43.075,41.444,50.165,50.853,52.71,51.079,51.828,49.551,49.532,49.407,51.573,47.156,50.221,48.484,44.193,44.837,41.361,44.711,41.345,41.422,46.226,46.928
9/8/2022,-84.438,-62.283,-74.547,-86.328,-87.487,-69.919,-77.989,-89.113,-85.883,-74.893,-69.444,-61.68,,-55.86,-46.422,-49.739,-44.374,-38.925,-30.849,-31.138,-22.966,-26.672,-11.333,-4.744,-12.5,6.999,9.999,27.965,23.82,35.048,30.485,39.979,36.22,38.53,43.711,42.164,49.988,50.711,52.268,50.839,53.152,49.175,49.03,48.637,49.979,46.608,49.429,49.637,44.66,47.041,41.355,46.14,41.177,42.05,46.039,46.619
9/7/2022,-89.293,-71.931,-79.424,-90.345,-90.726,-74.269,-80.95,-91.633,-87.329,-77.206,-70.963,-63.039,,-56.789,-48.671,-51.7,-46.871,-43.185,-32.943,-32.97,-24.722,-30.784,-12.104,-6.079,-14.066,6.434,9.618,29.279,24.043,35.252,30.349,40.755,36.403,38.148,44.755,43.465,50.025,50.892,52.562,51.406,51.877,50.425,48.807,50.145,51.541,47.358,50.859,49.072,44.745,47.126,41.787,45.989,41.628,43.055,47.266,47.756
9/6/2022,-80.062,-65.049,-71.951,-81.96,-83.068,-68.359,-76.487,-86.833,-80.757,-74.9,-67.533,-58.921,,-54.969,-46.357,-51.372,-46.633,-42.941,-34.595,-34.178,-26.888,-31.459,-13.619,-6.442,-15.759,5.426,8.274,28.72,23.332,35.249,29.979,40.804,34.477,37.756,43.518,40.438,47.849,48.68,50.235,49.491,50.027,47.976,47.206,47.099,49.11,45.065,48.148,47.695,42.252,43.857,38.981,44.387,40.122,42.083,46.531,46.568
9/5/2022,-73.471,-57.078,-72.413,-84.494,-85.543,-73.74,-84.432,-93.73,-87.932,-81.879,-73.168,-64.265,,-59.565,-50.349,-57.145,-50.297,-47.009,-39.656,-38.315,-29.392,-35.226,-16.214,-8.208,-17.923,4.945,8.09,28.845,19.422,32.005,26.26,37.654,32.058,34.678,40.945,38.307,43.961,45.035,47.756,45.826,46.739,45.161,43.623,45.855,46.639,41.882,46.869,45.029,40.166,41.869,37.18,42.134,37.327,38.697,43.493,43.671
9/2/2022,-71.259,-55.136,-69.043,-81.174,-82.764,-71.779,-81.465,-90.174,-85.293,-79.15,-70.953,-61.764,,-57.734,-49.16,-53.512,-48.89,-45.693,-37.648,-36.363,-28.598,-33.798,-16.419,-9.656,-18.524,3.301,6.744,28.135,23.561,35.223,29.619,39.935,36.117,38.244,44.201,41.897,47.191,48.165,48.831,48.1,48.029,45.975,45.324,46.906,46.911,43.664,47.298,45.986,42.023,42.268,38.337,42.434,38.405,40.759,44.96,45.464
9/1/2022,-73.276,-57.562,-71.86,-84.945,-86.171,-76.384,-84.403,-93.298,-87.714,-81.372,-72.249,-63.035,,-59.081,-50.082,-55.388,-49.612,-46.773,-37.527,-37.903,-29.341,-34.041,-16.12,-9.032,-18.38,3.333,7.846,27.404,23.156,34.621,29.67,40.276,35.64,38.565,44.215,41.503,46.708,46.855,48.573,47.081,47.902,45.357,45.398,46.257,46.971,42.552,46.75,44.621,39.617,41.503,36.935,41.24,37.298,38.495,43.447,44.789
8/31/2022,-74.982,-57.275,-74.197,-87.066,-88.516,-74.356,-82.985,-92.231,-86.179,-79.868,-70.618,-62.053,,-58.898,-49.026,-55.962,-50.334,-47.028,-39.465,-39.332,-29.636,-35.455,-17.355,-10.348,-18.895,3.095,8.489,28.891,20.983,33.094,27.966,38.375,33.404,36.271,42.416,39.939,43.73,44.811,47.077,45.364,45.5,43.746,42.428,44.59,45.517,40.764,45.227,43.958,37.112,38.87,35.05,40.132,36.354,38.715,44.228,44.955
8/30/2022,-84.719,-64.093,-76.082,-91.221,-96.967,-78.426,-87.463,-96.743,-90.788,-84.56,-74.906,-66.387,,-64.157,-54.119,-60.926,-55.424,-52.056,-44.047,-44.17,-34.787,-40.053,-21.628,-14.96,-23.17,-1.155,3.043,23.908,16.32,29.037,23.788,34.61,29.343,32.677,38.774,36.767,41.849,42.268,45.699,42.657,42.795,40.423,39.603,41.905,42.792,37.411,42.071,40.851,34.612,36.307,32.579,37.733,33.766,36.025,41.796,42.525
8/26/2022,-90.358,-73.935,-74.651,-92.649,-97.781,-78.622,-87.832,-96.793,-91.652,-85.104,-76.595,-67.981,,-66.076,-56.056,-63.632,-58.276,-54.365,-46.963,-46.593,-36.615,-42.517,-24.145,-17.086,-25.774,-2.982,1.207,21.595,14.803,27.517,22.312,33.348,27.962,31.168,37.826,35.483,39.718,40.608,43.785,40.936,41.49,39.246,38.152,40.912,41.092,36.215,40.474,39.393,33.478,35.494,31.256,35.706,32.201,34.434,39.505,40.136
8/25/2022,-89.195,-75.901,-77.134,-95.188,-99.725,-82.406,-91.02,-101.1,-95.092,-85.922,-78.042,-68.556,,-67.091,-57.463,-63.716,-58.716,-54.619,-47.388,-46.719,-37.086,-43.172,-25.484,-16.883,-25.283,-2.886,1.18,19.59,12.304,24.669,19.234,30.577,24.897,28.494,34.195,32.613,35.829,36.647,40.084,37.895,38.54,36.77,35.482,37.824,39.412,34.461,38.362,37.551,32.054,33.303,30.318,33.963,30.916,32.952,37.718,38.502
8/24/2022,-84.667,-76.645,-73.343,-91.193,-94.884,-80.697,-86.749,-97.07,-92.294,-84.593,-74.843,-66.877,,-64.666,-54.015,-62.718,-56.4,-52.907,-47.093,-45.725,-35.697,-41.344,-23.429,-15.725,-24.14,-2.53,3.013,20.443,11.023,23.799,18.915,30.283,25.446,28.156,35.233,32.255,34.805,36.87,40.066,37.756,39.177,37.432,36.319,38.953,39.407,34.571,38.925,38.53,32.21,33.391,30.076,34.352,30.852,33.286,37.811,37.722
8/23/2022,-87.664,-77.617,-82.94,-96.831,-101.299,-88.653,-93.826,-104.694,-100.112,-91.929,-81.475,-74.502,,-71.413,-59.422,-68.598,-61.406,-58.685,-50.603,-49.151,-36.862,-42.257,-25.37,-18.153,-25.179,-5.807,0.803,17.122,10.377,21.909,18.311,28.6,24.002,27.999,32.95,30.978,34.741,36.391,39.029,36.603,37.835,36.157,35.344,36.584,37.468,33.695,36.024,35.996,30.375,31.475,29.123,32.182,29.786,32.906,35.932,36.435
8/22/2022,-72.641,-70.554,-81.078,-93.677,-98.685,-84.227,-91.736,-103.547,-97.533,-89.033,-79.678,-71.33,,-69.635,-58.685,-64.242,-58.942,-55.609,-45.752,-44.679,-33.523,-38.663,-22.138,-14.705,-22.218,-3.044,2.585,18.416,12.183,24.851,20.759,30.71,26.692,30.578,35.256,33.944,37.303,39.005,40.122,38.954,39.823,37.719,37.669,38.187,39.192,35.467,37.737,36.906,32.81,33.657,31.443,33.493,31.568,34.22,38.197,37.35
8/19/2022,-64.134,-67.856,-80.606,-92.793,-96.532,-83.548,-87.992,-102.952,-95.967,-86.415,-76.887,-69.724,,-66.607,-56.093,-62.763,-57.275,-54.532,-44.809,-44.393,-31.955,-38.14,-21.509,-14.613,-21.561,-2.391,2.147,17.952,12.449,23.81,19.887,30.027,25.82,29.084,34.819,32.557,36.363,37.181,38.643,37.31,37.468,35.623,35.689,36.555,37.53,33.834,35.183,34.633,30.475,30.583,28.709,30.57,28.946,31.417,34.967,34.327
8/18/2022,-63.649,-67.012,-83.887,-94.852,-98.479,-86.221,-92.939,-104.483,-96.896,-87.698,-77.498,-69.361,,-67.781,-58.2,-63.486,-56.75,-53.562,-45.371,-43.924,-32.219,-37.846,-20.914,-13.586,-20.788,-1.884,2.349,19.053,13,24.723,22.161,32.286,26.903,29.753,34.471,33.023,35.759,38.445,38.471,37.609,38.945,35.985,36.197,35.543,37.985,34.869,36.206,35.112,31.658,32.838,30.738,32.254,30.435,33.282,36.592,35.792
